Sample,Study,Site,Country,Lat,Long,Year,ENA,All samples same individual,Population,% callable,QC pass,Exclusion reason,Is returning traveller
PF0542-C,1017-PF-GH-AMENGA-ETEGO,Navrongo,Ghana,10.885568,-1.086617,2010,ERR114388,PF0542-C,WAF,90.25,TRUE,Analysis_set,FALSE
PF0550-C,1083-PF-GH-CONWAY,Kintampo,Ghana,8.0564,-1.72446,2011,ERR234546,"PF0550-C,PF0550-Cx",WAF,90.59,TRUE,Analysis_set,FALSE
PF0550-Cx,1083-PF-GH-CONWAY,Kintampo,Ghana,8.0564,-1.72446,2011,ERR484669,"PF0550-C,PF0550-Cx",WAF,87.2,FALSE,Lower_covered_duplicate,FALSE
PF0554-C,1083-PF-GH-CONWAY,Kintampo,Ghana,8.0564,-1.72446,2011,ERR234547,"PF0554-C,PF0554-Cx",WAF,90.18,FALSE,Mixed_species,FALSE
PF0554-Cx,1083-PF-GH-CONWAY,Kintampo,Ghana,8.0564,-1.72446,2011,ERR484670,"PF0554-C,PF0554-Cx",WAF,88.36,FALSE,Lower_covered_duplicate,FALSE
PF0556-C,1083-PF-GH-CONWAY,Kintampo,Ghana,8.0564,-1.72446,2011,ERR234548,"PF0556-C,PF0556-Cx",WAF,90.42,TRUE,Analysis_set,FALSE
PF0556-Cx,1083-PF-GH-CONWAY,Kintampo,Ghana,8.0564,-1.72446,2011,ERR484671,"PF0556-C,PF0556-Cx",WAF,88.58,FALSE,Lower_covered_duplicate,FALSE
PF0557-C,1083-PF-GH-CONWAY,Kintampo,Ghana,8.0564,-1.72446,2011,ERR234549,"PF0557-C,PF0557-Cx",WAF,90.88,TRUE,Analysis_set,FALSE
PF0557-Cx,1083-PF-GH-CONWAY,Kintampo,Ghana,8.0564,-1.72446,2011,ERR484672,"PF0557-C,PF0557-Cx",WAF,90.07,FALSE,Lower_covered_duplicate,FALSE
PF0559-C,1083-PF-GH-CONWAY,Kintampo,Ghana,8.0564,-1.72446,2011,ERR234550,"PF0559-C,PF0559-Cx",WAF,90.32,TRUE,Analysis_set,FALSE
PF0559-Cx,1083-PF-GH-CONWAY,Kintampo,Ghana,8.0564,-1.72446,2011,ERR484673,"PF0559-C,PF0559-Cx",WAF,89.2,FALSE,Lower_covered_duplicate,FALSE
PF0560-C,1083-PF-GH-CONWAY,Kintampo,Ghana,8.0564,-1.72446,2011,ERR234551,"PF0560-C,PF0560-Cx",WAF,90.11,TRUE,Analysis_set,FALSE
PF0560-Cx,1083-PF-GH-CONWAY,Kintampo,Ghana,8.0564,-1.72446,2011,ERR484674,"PF0560-C,PF0560-Cx",WAF,86.12,FALSE,Lower_covered_duplicate,FALSE
PF0562-C,1083-PF-GH-CONWAY,Kintampo,Ghana,8.0564,-1.72446,2011,ERR234552,"PF0562-C,PF0562-Cx",WAF,90.51,TRUE,Analysis_set,FALSE
PF0562-Cx,1083-PF-GH-CONWAY,Kintampo,Ghana,8.0564,-1.72446,2011,ERR484675,"PF0562-C,PF0562-Cx",WAF,85.49,FALSE,Lower_covered_duplicate,FALSE
PF0578-C,1083-PF-GH-CONWAY,Kintampo,Ghana,8.0564,-1.72446,2012,ERR248967,"PF0578-C,PF0578-Cx",WAF,90.44,TRUE,Analysis_set,FALSE
PF0578-Cx,1083-PF-GH-CONWAY,Kintampo,Ghana,8.0564,-1.72446,2012,ERR484565,"PF0578-C,PF0578-Cx",WAF,90.12,FALSE,Lower_covered_duplicate,FALSE
PF0579-Cx,1083-PF-GH-CONWAY,Kintampo,Ghana,8.0564,-1.72446,2012,ERR484677,PF0579-Cx,WAF,90.04,TRUE,Analysis_set,FALSE
PF0583-Cx,1083-PF-GH-CONWAY,Kintampo,Ghana,8.0564,-1.72446,2012,ERR484566,PF0583-Cx,WAF,90.65,TRUE,Analysis_set,FALSE
PF0584-C,1083-PF-GH-CONWAY,Kintampo,Ghana,8.0564,-1.72446,2012,ERR234555,"PF0584-C,PF0584-Cx",WAF,90.16,TRUE,Analysis_set,FALSE
PF0584-Cx,1083-PF-GH-CONWAY,Kintampo,Ghana,8.0564,-1.72446,2012,ERR484678,"PF0584-C,PF0584-Cx",WAF,89.23,FALSE,Lower_covered_duplicate,FALSE
PF0590-C,1083-PF-GH-CONWAY,Kintampo,Ghana,8.0564,-1.72446,2012,ERR234553,"PF0590-C,PF0590-Cx",WAF,90.39,TRUE,Analysis_set,FALSE
PF0590-Cx,1083-PF-GH-CONWAY,Kintampo,Ghana,8.0564,-1.72446,2012,ERR484676,"PF0590-C,PF0590-Cx",WAF,88.82,FALSE,Lower_covered_duplicate,FALSE
PF0596-C,1083-PF-GH-CONWAY,Kintampo,Ghana,8.0564,-1.72446,2012,ERR343116,PF0596-C,WAF,90.35,TRUE,Analysis_set,FALSE
PF0597-C,1083-PF-GH-CONWAY,Kintampo,Ghana,8.0564,-1.72446,2012,ERR343117,PF0597-C,WAF,90.37,TRUE,Analysis_set,FALSE
PF0599-C,1083-PF-GH-CONWAY,Kintampo,Ghana,8.0564,-1.72446,2012,ERR343093,PF0599-C,WAF,90.49,TRUE,Analysis_set,FALSE
PF0600-C,1083-PF-GH-CONWAY,Kintampo,Ghana,8.0564,-1.72446,2012,ERR343094,PF0600-C,WAF,0,FALSE,Less_than_50pc_callable,FALSE
PF0604-C,1083-PF-GH-CONWAY,Kintampo,Ghana,8.0564,-1.72446,2012,ERR343096,PF0604-C,WAF,89.94,TRUE,Analysis_set,FALSE
PF0606-C,1083-PF-GH-CONWAY,Kintampo,Ghana,8.0564,-1.72446,2012,ERR340457,PF0606-C,WAF,90.34,TRUE,Analysis_set,FALSE
PF0609-C,1083-PF-GH-CONWAY,Kintampo,Ghana,8.0564,-1.72446,2012,ERR343118,PF0609-C,WAF,90.57,TRUE,Analysis_set,FALSE
PF0610-C,1083-PF-GH-CONWAY,Kintampo,Ghana,8.0564,-1.72446,2012,ERR343097,PF0610-C,WAF,90.16,TRUE,Analysis_set,FALSE
PF0612-C,1083-PF-GH-CONWAY,Kintampo,Ghana,8.0564,-1.72446,2012,ERR343098,PF0612-C,WAF,90.25,TRUE,Analysis_set,FALSE
PF0613-C,1083-PF-GH-CONWAY,Kintampo,Ghana,8.0564,-1.72446,2012,ERR343119,PF0613-C,WAF,91.12,TRUE,Analysis_set,FALSE
PF0614-C,1083-PF-GH-CONWAY,Kintampo,Ghana,8.0564,-1.72446,2012,ERR343105,PF0614-C,WAF,90.34,TRUE,Analysis_set,FALSE
PF0615-C,1083-PF-GH-CONWAY,Kintampo,Ghana,8.0564,-1.72446,2012,ERR343099,PF0615-C,WAF,0.01,FALSE,Less_than_50pc_callable,FALSE
PF0616-C,1083-PF-GH-CONWAY,Kintampo,Ghana,8.0564,-1.72446,2012,ERR343120,PF0616-C,WAF,91.12,TRUE,Analysis_set,FALSE
PF0619-C,1083-PF-GH-CONWAY,Kintampo,Ghana,8.0564,-1.72446,2012,ERR343106,PF0619-C,WAF,90.99,TRUE,Analysis_set,FALSE
PF0620-C,1083-PF-GH-CONWAY,Kintampo,Ghana,8.0564,-1.72446,2012,ERR343107,PF0620-C,WAF,90.56,TRUE,Analysis_set,FALSE
PF0624-C,1083-PF-GH-CONWAY,Kintampo,Ghana,8.0564,-1.72446,2012,ERR343108,PF0624-C,WAF,90.79,TRUE,Analysis_set,FALSE
PF0625-C,1083-PF-GH-CONWAY,Kintampo,Ghana,8.0564,-1.72446,2012,ERR343100,PF0625-C,WAF,90.59,TRUE,Analysis_set,FALSE
PF0626-C,1083-PF-GH-CONWAY,Kintampo,Ghana,8.0564,-1.72446,2012,ERR340461,PF0626-C,WAF,5.75,FALSE,Less_than_50pc_callable,FALSE
PF0627-C,1083-PF-GH-CONWAY,Kintampo,Ghana,8.0564,-1.72446,2012,ERR340462,PF0627-C,WAF,91.12,TRUE,Analysis_set,FALSE
PF0628-C,1083-PF-GH-CONWAY,Kintampo,Ghana,8.0564,-1.72446,2012,ERR343121,PF0628-C,WAF,89.41,TRUE,Analysis_set,FALSE
PF0629-C,1083-PF-GH-CONWAY,Kintampo,Ghana,8.0564,-1.72446,2012,ERR343101,PF0629-C,WAF,90.74,TRUE,Analysis_set,FALSE
PF0630-C,1083-PF-GH-CONWAY,Kintampo,Ghana,8.0564,-1.72446,2012,ERR343122,PF0630-C,WAF,1.31,FALSE,Less_than_50pc_callable,FALSE
PF0632-C,1083-PF-GH-CONWAY,Kintampo,Ghana,8.0564,-1.72446,2012,ERR343123,PF0632-C,WAF,88.99,TRUE,Analysis_set,FALSE
PF0633-C,1083-PF-GH-CONWAY,Kintampo,Ghana,8.0564,-1.72446,2012,ERR343109,PF0633-C,WAF,90.24,TRUE,Analysis_set,FALSE
PF0634-C,1083-PF-GH-CONWAY,Kintampo,Ghana,8.0564,-1.72446,2012,ERR343124,PF0634-C,WAF,66.12,TRUE,Analysis_set,FALSE
PF0635-C,1083-PF-GH-CONWAY,Kintampo,Ghana,8.0564,-1.72446,2012,ERR343110,PF0635-C,WAF,90.16,TRUE,Analysis_set,FALSE
PF0638-C,1083-PF-GH-CONWAY,Kintampo,Ghana,8.0564,-1.72446,2012,ERR343111,PF0638-C,WAF,90.3,TRUE,Analysis_set,FALSE
PF0639-C,1083-PF-GH-CONWAY,Kintampo,Ghana,8.0564,-1.72446,2012,ERR343102,PF0639-C,WAF,0.04,FALSE,Less_than_50pc_callable,FALSE
PF0641-C,1083-PF-GH-CONWAY,Kintampo,Ghana,8.0564,-1.72446,2012,ERR343112,PF0641-C,WAF,90.45,TRUE,Analysis_set,FALSE
PF0643-C,1083-PF-GH-CONWAY,Kintampo,Ghana,8.0564,-1.72446,2012,ERR343113,PF0643-C,WAF,90.81,TRUE,Analysis_set,FALSE
PF0647-C,1083-PF-GH-CONWAY,Kintampo,Ghana,8.0564,-1.72446,2012,ERR343125,PF0647-C,WAF,90.91,TRUE,Analysis_set,FALSE
PF0650-C,1083-PF-GH-CONWAY,Kintampo,Ghana,8.0564,-1.72446,2012,ERR343126,PF0650-C,WAF,90.47,TRUE,Analysis_set,FALSE
PF0651-C,1083-PF-GH-CONWAY,Kintampo,Ghana,8.0564,-1.72446,2012,ERR343127,PF0651-C,WAF,90.84,TRUE,Analysis_set,FALSE
PF0653-C,1083-PF-GH-CONWAY,Kintampo,Ghana,8.0564,-1.72446,2012,ERR343114,PF0653-C,WAF,90.86,TRUE,Analysis_set,FALSE
PF0655-C,1083-PF-GH-CONWAY,Kintampo,Ghana,8.0564,-1.72446,2012,ERR343103,PF0655-C,WAF,90.09,TRUE,Analysis_set,FALSE
PF0661-C,1083-PF-GH-CONWAY,Kintampo,Ghana,8.0564,-1.72446,2013,ERR343115,PF0661-C,WAF,89.88,TRUE,Analysis_set,FALSE
PF0662-C,1083-PF-GH-CONWAY,Kintampo,Ghana,8.0564,-1.72446,2013,ERR340463,PF0662-C,WAF,0,FALSE,Less_than_50pc_callable,FALSE
PF0664-C,1083-PF-GH-CONWAY,Kintampo,Ghana,8.0564,-1.72446,2013,ERR340464,PF0664-C,WAF,90.72,TRUE,Analysis_set,FALSE
PF0666-C,1083-PF-GH-CONWAY,Kintampo,Ghana,8.0564,-1.72446,2013,ERR340465,PF0666-C,WAF,90.31,TRUE,Analysis_set,FALSE
PF0667-C,1083-PF-GH-CONWAY,Navrongo,Ghana,10.885568,-1.086617,2012,ERR376187,PF0667-C,WAF,90.33,TRUE,Analysis_set,FALSE
PF0668-C,1083-PF-GH-CONWAY,Navrongo,Ghana,10.885568,-1.086617,2012,ERR403192,PF0668-C,WAF,90.04,TRUE,Analysis_set,FALSE
PF0669-C,1083-PF-GH-CONWAY,Navrongo,Ghana,10.885568,-1.086617,2012,ERR403193,PF0669-C,WAF,89.8,TRUE,Analysis_set,FALSE
PF0670-C,1083-PF-GH-CONWAY,Navrongo,Ghana,10.885568,-1.086617,2012,ERR376211,PF0670-C,WAF,85.46,TRUE,Analysis_set,FALSE
PF0671-C,1083-PF-GH-CONWAY,Navrongo,Ghana,10.885568,-1.086617,2012,ERR376199,PF0671-C,WAF,90.47,TRUE,Analysis_set,FALSE
PF0672-C,1083-PF-GH-CONWAY,Navrongo,Ghana,10.885568,-1.086617,2012,ERR376200,PF0672-C,WAF,89.23,TRUE,Analysis_set,FALSE
PF0673-C,1083-PF-GH-CONWAY,Navrongo,Ghana,10.885568,-1.086617,2012,ERR403194,PF0673-C,WAF,90.78,TRUE,Analysis_set,FALSE
PF0676-C,1083-PF-GH-CONWAY,Navrongo,Ghana,10.885568,-1.086617,2012,ERR376212,PF0676-C,WAF,88.4,TRUE,Analysis_set,FALSE
PF0678-C,1083-PF-GH-CONWAY,Navrongo,Ghana,10.885568,-1.086617,2012,ERR376188,PF0678-C,WAF,88.95,TRUE,Analysis_set,FALSE
PF0679-C,1083-PF-GH-CONWAY,Navrongo,Ghana,10.885568,-1.086617,2012,ERR376213,PF0679-C,WAF,89.93,TRUE,Analysis_set,FALSE
PF0680-C,1083-PF-GH-CONWAY,Navrongo,Ghana,10.885568,-1.086617,2012,ERR376214,PF0680-C,WAF,88.81,TRUE,Analysis_set,FALSE
PF0681-C,1083-PF-GH-CONWAY,Navrongo,Ghana,10.885568,-1.086617,2012,ERR376201,PF0681-C,WAF,90.07,TRUE,Analysis_set,FALSE
PF0684-C,1083-PF-GH-CONWAY,Navrongo,Ghana,10.885568,-1.086617,2012,ERR376216,PF0684-C,WAF,89.86,TRUE,Analysis_set,FALSE
PF0685-C,1083-PF-GH-CONWAY,Navrongo,Ghana,10.885568,-1.086617,2012,ERR376203,PF0685-C,WAF,88.96,TRUE,Analysis_set,FALSE
PF0686-C,1083-PF-GH-CONWAY,Navrongo,Ghana,10.885568,-1.086617,2012,ERR376217,PF0686-C,WAF,88.09,TRUE,Analysis_set,FALSE
PF0687-C,1083-PF-GH-CONWAY,Navrongo,Ghana,10.885568,-1.086617,2012,ERR403197,PF0687-C,WAF,74.75,TRUE,Analysis_set,FALSE
PF0689-C,1083-PF-GH-CONWAY,Navrongo,Ghana,10.885568,-1.086617,2012,ERR376189,PF0689-C,WAF,89.12,TRUE,Analysis_set,FALSE
PF0690-C,1083-PF-GH-CONWAY,Navrongo,Ghana,10.885568,-1.086617,2012,ERR376218,PF0690-C,WAF,90.72,TRUE,Analysis_set,FALSE
PF0691-C,1083-PF-GH-CONWAY,Navrongo,Ghana,10.885568,-1.086617,2012,ERR376204,PF0691-C,WAF,89.14,TRUE,Analysis_set,FALSE
PF0692-C,1083-PF-GH-CONWAY,Navrongo,Ghana,10.885568,-1.086617,2012,ERR376190,PF0692-C,WAF,57.08,TRUE,Analysis_set,FALSE
PF0694-C,1083-PF-GH-CONWAY,Navrongo,Ghana,10.885568,-1.086617,2012,ERR376191,PF0694-C,WAF,87.62,TRUE,Analysis_set,FALSE
PF0695-C,1083-PF-GH-CONWAY,Navrongo,Ghana,10.885568,-1.086617,2012,ERR376219,PF0695-C,WAF,89.98,TRUE,Analysis_set,FALSE
PF0696-C,1083-PF-GH-CONWAY,Navrongo,Ghana,10.885568,-1.086617,2012,ERR403199,PF0696-C,WAF,86.33,TRUE,Analysis_set,FALSE
PF0697-C,1083-PF-GH-CONWAY,Navrongo,Ghana,10.885568,-1.086617,2012,ERR376192,PF0697-C,WAF,88.88,TRUE,Analysis_set,FALSE
PF0699-C,1083-PF-GH-CONWAY,Navrongo,Ghana,10.885568,-1.086617,2012,ERR376220,PF0699-C,WAF,88.11,TRUE,Analysis_set,FALSE
PF0700-C,1083-PF-GH-CONWAY,Navrongo,Ghana,10.885568,-1.086617,2012,ERR376206,PF0700-C,WAF,89.4,TRUE,Analysis_set,FALSE
PF0701-C,1083-PF-GH-CONWAY,Navrongo,Ghana,10.885568,-1.086617,2012,ERR403200,PF0701-C,WAF,90.42,TRUE,Analysis_set,FALSE
PF0703-C,1083-PF-GH-CONWAY,Navrongo,Ghana,10.885568,-1.086617,2012,ERR376207,PF0703-C,WAF,89,TRUE,Analysis_set,FALSE
PF0704-C,1083-PF-GH-CONWAY,Navrongo,Ghana,10.885568,-1.086617,2012,ERR403201,PF0704-C,WAF,89.38,TRUE,Analysis_set,FALSE
PF0706-C,1083-PF-GH-CONWAY,Navrongo,Ghana,10.885568,-1.086617,2012,ERR403202,PF0706-C,WAF,89.92,TRUE,Analysis_set,FALSE
PF0707-C,1083-PF-GH-CONWAY,Navrongo,Ghana,10.885568,-1.086617,2012,ERR376193,PF0707-C,WAF,88.67,TRUE,Analysis_set,FALSE
PF0708-C,1083-PF-GH-CONWAY,Navrongo,Ghana,10.885568,-1.086617,2012,ERR376194,PF0708-C,WAF,89.32,TRUE,Analysis_set,FALSE
PF0711-C,1083-PF-GH-CONWAY,Navrongo,Ghana,10.885568,-1.086617,2012,ERR376208,PF0711-C,WAF,88.71,TRUE,Analysis_set,FALSE
PF0712-C,1083-PF-GH-CONWAY,Navrongo,Ghana,10.885568,-1.086617,2012,ERR403203,PF0712-C,WAF,88.82,TRUE,Analysis_set,FALSE
PF0715-C,1083-PF-GH-CONWAY,Navrongo,Ghana,10.885568,-1.086617,2012,ERR376209,PF0715-C,WAF,87.13,TRUE,Analysis_set,FALSE
PF0717-C,1083-PF-GH-CONWAY,Navrongo,Ghana,10.885568,-1.086617,2012,ERR376196,PF0717-C,WAF,0.03,FALSE,Less_than_50pc_callable,FALSE
PF0718-C,1083-PF-GH-CONWAY,Navrongo,Ghana,10.885568,-1.086617,2012,ERR376197,PF0718-C,WAF,90.1,TRUE,Analysis_set,FALSE
PF0722-C,1083-PF-GH-CONWAY,Navrongo,Ghana,10.885568,-1.086617,2012,ERR376210,PF0722-C,WAF,88.81,TRUE,Analysis_set,FALSE
PF0723-C,1083-PF-GH-CONWAY,Navrongo,Ghana,10.885568,-1.086617,2012,ERR376198,PF0723-C,WAF,89.44,TRUE,Analysis_set,FALSE
PF0724-C,1083-PF-GH-CONWAY,Navrongo,Ghana,10.885568,-1.086617,2012,ERR376222,PF0724-C,WAF,87.16,TRUE,Analysis_set,FALSE
PF0725-C,1094-PF-GH-AMENGA-ETEGO,Navrongo,Ghana,10.885568,-1.086617,2013,ERR450098,PF0725-C,WAF,88.14,TRUE,Analysis_set,FALSE
PF0727-C,1094-PF-GH-AMENGA-ETEGO,Navrongo,Ghana,10.885568,-1.086617,2013,ERR450089,PF0727-C,WAF,89.41,TRUE,Analysis_set,FALSE
PF0728-C,1094-PF-GH-AMENGA-ETEGO,Navrongo,Ghana,10.885568,-1.086617,2013,ERR450090,PF0728-C,WAF,89.47,TRUE,Analysis_set,FALSE
PF0729-C,1094-PF-GH-AMENGA-ETEGO,Navrongo,Ghana,10.885568,-1.086617,2013,ERR450052,PF0729-C,WAF,89.97,TRUE,Analysis_set,FALSE
PF0730-C,1094-PF-GH-AMENGA-ETEGO,Navrongo,Ghana,10.885568,-1.086617,2013,ERR450042,PF0730-C,WAF,89.1,TRUE,Analysis_set,FALSE
PF0731-C,1094-PF-GH-AMENGA-ETEGO,Navrongo,Ghana,10.885568,-1.086617,2013,ERR450065,PF0731-C,WAF,89.75,TRUE,Analysis_set,FALSE
PF0732-C,1094-PF-GH-AMENGA-ETEGO,Navrongo,Ghana,10.885568,-1.086617,2013,ERR450102,PF0732-C,WAF,90.52,TRUE,Analysis_set,FALSE
PF0733-C,1094-PF-GH-AMENGA-ETEGO,Navrongo,Ghana,10.885568,-1.086617,2013,ERR450104,PF0733-C,WAF,90.01,TRUE,Analysis_set,FALSE
PF0734-C,1094-PF-GH-AMENGA-ETEGO,Navrongo,Ghana,10.885568,-1.086617,2013,ERR450106,PF0734-C,WAF,90.33,TRUE,Analysis_set,FALSE
PF0735-C,1094-PF-GH-AMENGA-ETEGO,Navrongo,Ghana,10.885568,-1.086617,2013,ERR450121,PF0735-C,WAF,90.33,TRUE,Analysis_set,FALSE
PF0736-C,1094-PF-GH-AMENGA-ETEGO,Navrongo,Ghana,10.885568,-1.086617,2013,ERR450046,PF0736-C,WAF,91.01,TRUE,Analysis_set,FALSE
PF0737-C,1094-PF-GH-AMENGA-ETEGO,Navrongo,Ghana,10.885568,-1.086617,2013,ERR450060,PF0737-C,WAF,89.94,TRUE,Analysis_set,FALSE
PF0738-C,1094-PF-GH-AMENGA-ETEGO,Navrongo,Ghana,10.885568,-1.086617,2013,ERR450072,PF0738-C,WAF,89.13,TRUE,Analysis_set,FALSE
PF0739-C,1094-PF-GH-AMENGA-ETEGO,Navrongo,Ghana,10.885568,-1.086617,2013,ERR450036,PF0739-C,WAF,90.52,TRUE,Analysis_set,FALSE
PF0740-C,1094-PF-GH-AMENGA-ETEGO,Navrongo,Ghana,10.885568,-1.086617,2013,ERR450038,PF0740-C,WAF,90.47,TRUE,Analysis_set,FALSE
PF0741-C,1094-PF-GH-AMENGA-ETEGO,Navrongo,Ghana,10.885568,-1.086617,2013,ERR450114,PF0741-C,WAF,89.95,TRUE,Analysis_set,FALSE
PF0742-C,1094-PF-GH-AMENGA-ETEGO,Navrongo,Ghana,10.885568,-1.086617,2013,ERR450053,PF0742-C,WAF,89.64,TRUE,Analysis_set,FALSE
PF0743-C,1094-PF-GH-AMENGA-ETEGO,Navrongo,Ghana,10.885568,-1.086617,2013,ERR450075,PF0743-C,WAF,50.23,TRUE,Analysis_set,FALSE
PF0744-C,1094-PF-GH-AMENGA-ETEGO,Navrongo,Ghana,10.885568,-1.086617,2013,ERR450043,PF0744-C,WAF,90.32,TRUE,Analysis_set,FALSE
PF0745-C,1094-PF-GH-AMENGA-ETEGO,Navrongo,Ghana,10.885568,-1.086617,2013,ERR450056,PF0745-C,WAF,90.57,TRUE,Analysis_set,FALSE
PF0747-C,1094-PF-GH-AMENGA-ETEGO,Navrongo,Ghana,10.885568,-1.086617,2013,ERR450097,PF0747-C,WAF,89.92,TRUE,Analysis_set,FALSE
PF0748-C,1094-PF-GH-AMENGA-ETEGO,Navrongo,Ghana,10.885568,-1.086617,2013,ERR450123,PF0748-C,WAF,89.81,TRUE,Analysis_set,FALSE
PF0749-C,1094-PF-GH-AMENGA-ETEGO,Navrongo,Ghana,10.885568,-1.086617,2013,ERR450085,PF0749-C,WAF,90.18,TRUE,Analysis_set,FALSE
PF0750-C,1094-PF-GH-AMENGA-ETEGO,Navrongo,Ghana,10.885568,-1.086617,2013,ERR450035,PF0750-C,WAF,90.52,TRUE,Analysis_set,FALSE
PF0751-C,1094-PF-GH-AMENGA-ETEGO,Navrongo,Ghana,10.885568,-1.086617,2013,ERR450112,PF0751-C,WAF,90.5,TRUE,Analysis_set,FALSE
PF0752-C,1094-PF-GH-AMENGA-ETEGO,Navrongo,Ghana,10.885568,-1.086617,2013,ERR450101,PF0752-C,WAF,89.83,TRUE,Analysis_set,FALSE
PF0753-C,1094-PF-GH-AMENGA-ETEGO,Navrongo,Ghana,10.885568,-1.086617,2013,ERR450115,PF0753-C,WAF,70.3,TRUE,Analysis_set,FALSE
PF0754-C,1094-PF-GH-AMENGA-ETEGO,Navrongo,Ghana,10.885568,-1.086617,2013,ERR450116,PF0754-C,WAF,89.69,TRUE,Analysis_set,FALSE
PF0755-C,1094-PF-GH-AMENGA-ETEGO,Navrongo,Ghana,10.885568,-1.086617,2013,ERR450066,PF0755-C,WAF,89.86,TRUE,Analysis_set,FALSE
PF0756-C,1094-PF-GH-AMENGA-ETEGO,Navrongo,Ghana,10.885568,-1.086617,2013,ERR450103,PF0756-C,WAF,89.94,TRUE,Analysis_set,FALSE
PF0757-C,1094-PF-GH-AMENGA-ETEGO,Navrongo,Ghana,10.885568,-1.086617,2013,ERR450094,PF0757-C,WAF,89.82,TRUE,Analysis_set,FALSE
PF0758-C,1094-PF-GH-AMENGA-ETEGO,Navrongo,Ghana,10.885568,-1.086617,2013,ERR450120,PF0758-C,WAF,90.09,TRUE,Analysis_set,FALSE
PF0759-C,1094-PF-GH-AMENGA-ETEGO,Navrongo,Ghana,10.885568,-1.086617,2013,ERR450057,PF0759-C,WAF,90.19,TRUE,Analysis_set,FALSE
PF0760-C,1094-PF-GH-AMENGA-ETEGO,Navrongo,Ghana,10.885568,-1.086617,2013,ERR450083,PF0760-C,WAF,89.39,TRUE,Analysis_set,FALSE
PF0761-C,1094-PF-GH-AMENGA-ETEGO,Navrongo,Ghana,10.885568,-1.086617,2013,ERR450034,PF0761-C,WAF,90.15,TRUE,Analysis_set,FALSE
PF0762-C,1094-PF-GH-AMENGA-ETEGO,Navrongo,Ghana,10.885568,-1.086617,2013,ERR450086,PF0762-C,WAF,84.69,TRUE,Analysis_set,FALSE
PF0763-C,1094-PF-GH-AMENGA-ETEGO,Navrongo,Ghana,10.885568,-1.086617,2013,ERR450049,PF0763-C,WAF,90.37,TRUE,Analysis_set,FALSE
PF0764-C,1094-PF-GH-AMENGA-ETEGO,Navrongo,Ghana,10.885568,-1.086617,2013,ERR450073,PF0764-C,WAF,87.94,TRUE,Analysis_set,FALSE
PF0765-C,1094-PF-GH-AMENGA-ETEGO,Navrongo,Ghana,10.885568,-1.086617,2013,ERR450039,PF0765-C,WAF,90.6,TRUE,Analysis_set,FALSE
PF0766-C,1094-PF-GH-AMENGA-ETEGO,Navrongo,Ghana,10.885568,-1.086617,2013,ERR450092,PF0766-C,WAF,89.83,TRUE,Analysis_set,FALSE
PF0767-C,1094-PF-GH-AMENGA-ETEGO,Navrongo,Ghana,10.885568,-1.086617,2013,ERR450055,PF0767-C,WAF,90.2,TRUE,Analysis_set,FALSE
PF0768-C,1094-PF-GH-AMENGA-ETEGO,Navrongo,Ghana,10.885568,-1.086617,2013,ERR450067,PF0768-C,WAF,89.23,TRUE,Analysis_set,FALSE
PF0769-C,1094-PF-GH-AMENGA-ETEGO,Navrongo,Ghana,10.885568,-1.086617,2013,ERR450105,PF0769-C,WAF,89.61,TRUE,Analysis_set,FALSE
PF0771-C,1094-PF-GH-AMENGA-ETEGO,Navrongo,Ghana,10.885568,-1.086617,2013,ERR450069,PF0771-C,WAF,89.96,TRUE,Analysis_set,FALSE
PF0772-C,1094-PF-GH-AMENGA-ETEGO,Navrongo,Ghana,10.885568,-1.086617,2013,ERR450108,PF0772-C,WAF,89.57,TRUE,Analysis_set,FALSE
PF0773-C,1094-PF-GH-AMENGA-ETEGO,Navrongo,Ghana,10.885568,-1.086617,2013,ERR450047,PF0773-C,WAF,90.35,TRUE,Analysis_set,FALSE
PF0774-C,1094-PF-GH-AMENGA-ETEGO,Navrongo,Ghana,10.885568,-1.086617,2013,ERR467399,PF0774-C,WAF,17.72,FALSE,Less_than_50pc_callable,FALSE
PF0775-C,1094-PF-GH-AMENGA-ETEGO,Navrongo,Ghana,10.885568,-1.086617,2013,ERR450100,PF0775-C,WAF,89.97,TRUE,Analysis_set,FALSE
PF0776-C,1094-PF-GH-AMENGA-ETEGO,Navrongo,Ghana,10.885568,-1.086617,2013,ERR450113,PF0776-C,WAF,87.64,TRUE,Analysis_set,FALSE
PF0777-C,1094-PF-GH-AMENGA-ETEGO,Navrongo,Ghana,10.885568,-1.086617,2013,ERR450074,PF0777-C,WAF,87.28,TRUE,Analysis_set,FALSE
PF0778-C,1094-PF-GH-AMENGA-ETEGO,Navrongo,Ghana,10.885568,-1.086617,2013,ERR450062,PF0778-C,WAF,89.64,TRUE,Analysis_set,FALSE
PF0780-C,1094-PF-GH-AMENGA-ETEGO,Navrongo,Ghana,10.885568,-1.086617,2013,ERR450078,PF0780-C,WAF,86.74,TRUE,Analysis_set,FALSE
PF0781-C,1094-PF-GH-AMENGA-ETEGO,Navrongo,Ghana,10.885568,-1.086617,2013,ERR450044,PF0781-C,WAF,89.64,TRUE,Analysis_set,FALSE
PF0782-C,1094-PF-GH-AMENGA-ETEGO,Navrongo,Ghana,10.885568,-1.086617,2013,ERR450080,PF0782-C,WAF,87.4,TRUE,Analysis_set,FALSE
